0 1269.41
0.104453 1267.49
0.209979 1265.55
0.310831 1263.7
0.415774 1261.78
0.519656 1259.88
0.624712 1257.97
0.726498 1256.11
0.826524 1254.29
0.927368 1252.46
1.02755 1250.65
1.12913 1248.81
1.22989 1246.99
1.33016 1245.18
1.43249 1243.33
1.53367 1241.51
1.63368 1239.71
1.73552 1237.88
1.8358 1236.09
1.93826 1234.25
2.03927 1232.45
2.13943 1230.66
2.25547 1228.59
2.35656 1226.8
2.45919 1224.97
2.5613 1223.16
2.66169 1221.38
2.76179 1219.61
2.86241 1217.84
2.96247 1216.07
3.06291 1214.3
3.16325 1212.54
3.26802 1210.7
3.37396 1208.84
3.47413 1207.09
3.57616 1205.31
3.67786 1203.53
3.78133 1201.73
3.88519 1199.92
3.98735 1198.15
4.08817 1196.4
4.1886 1194.66
4.28898 1192.92
4.39018 1191.18
4.49176 1189.42
4.5924 1187.69
4.69611 1185.91
4.79661 1184.18
4.90075 1182.4
5.00157 1180.67
5.10231 1178.95
5.21284 1177.06
5.31378 1175.34
5.41676 1173.59
5.51973 1171.84
5.61986 1170.14
5.72178 1168.42
5.83258 1166.54
5.93345 1164.84
6.03627 1163.1
6.13999 1161.36
6.24169 1159.65
6.34228 1157.96
6.44244 1156.28
6.54471 1154.57
6.64659 1152.86
6.74701 1151.19
6.84887 1149.49
6.95114 1147.79
7.05366 1146.08
7.15726 1144.37
7.26187 1142.63
7.36321 1140.96
7.4696 1139.2
7.57713 1137.43
7.67908 1135.75
7.78 1134.09
7.88257 1132.4
7.98607 1130.71
8.08707 1129.05
8.18714 1127.42
8.28784 1125.77
8.38785 1124.14
8.48848 1122.51
8.59018 1120.85
8.69146 1119.21
8.79193 1117.58
8.89201 1115.96
8.99309 1114.33
9.10431 1112.53
9.2134 1110.78
9.31572 1109.13
9.4265 1107.35
9.53259 1105.65
9.6329 1104.05
9.73594 1102.4
9.83629 1100.8
9.939 1099.16
10.0403 1097.55
10.1421 1095.93
10.2423 1094.34
10.349 1092.65
10.4498 1091.06
10.5508 1089.46
10.653 1087.85
10.7534 1086.27
10.8582 1084.62
10.962 1082.99
11.0641 1081.39
11.1656 1079.8
11.2736 1078.11
11.3798 1076.45
11.4809 1074.88
11.5812 1073.31
11.6825 1071.74
11.7838 1070.17
11.8955 1068.44
11.9961 1066.88
12.0993 1065.29
12.2038 1063.68
12.3053 1062.11
12.4076 1060.54
12.5177 1058.85
12.6193 1057.29
12.7224 1055.71
12.8228 1054.18
12.9231 1052.65
13.0284 1051.04
13.1295 1049.5
13.2311 1047.96
13.3327 1046.42
13.4354 1044.86
13.5371 1043.33
13.6391 1041.78
13.7427 1040.22
13.8455 1038.67
13.9464 1037.16
14.0504 1035.59
14.1516 1034.08
14.2541 1032.54
14.3561 1031.02
14.457 1029.51
14.5572 1028.02
14.6596 1026.49
14.7606 1024.99
14.8621 1023.48
14.9668 1021.93
15.0724 1020.37
15.1729 1018.88
15.274 1017.39
15.3758 1015.89
15.4922 1014.18
15.5959 1012.66
15.6983 1011.16
15.8058 1009.58
15.9095 1008.07
16.0107 1006.59
16.1197 1005
16.2315 1003.38
16.3362 1001.86
16.4363 1000.4
16.5376 998.937
16.6418 997.43
16.7425 995.975
16.8506 994.417
16.9514 992.966
17.0518 991.522
17.1531 990.068
17.2558 988.597
17.3568 987.151
17.4664 985.584
17.5683 984.13
17.6743 982.62
17.7827 981.077
17.8828 979.655
17.9829 978.236
18.0899 976.72
18.1913 975.287
18.2946 973.828
18.3964 972.393
18.4999 970.935
18.6005 969.522
18.7038 968.071
18.8048 966.656
18.9077 965.216
19.0243 963.587
19.1244 962.19
19.23 960.719
19.336 959.244
19.4371 957.84
19.5425 956.378
19.6492 954.901
19.7547 953.444
19.8548 952.062
19.9552 950.677
20.0562 949.288
20.1678 947.754
20.2735 946.303
20.3748 944.915
20.4762 943.528
20.5812 942.094
20.6848 940.68
20.7862 939.299
20.8962 937.804
20.9966 936.441
21.1034 934.993
21.2084 933.572
21.3146 932.136
21.4174 930.748
21.5329 929.193
21.6366 927.797
21.748 926.301
21.8482 924.957
21.9484 923.615
22.0522 922.227
22.1726 920.62
22.274 919.269
22.3754 917.919
22.483 916.49
22.5846 915.142
22.6846 913.816
22.7929 912.384
22.893 911.062
22.9968 909.693
23.0981 908.359
23.2001 907.017
23.3029 905.667
23.4033 904.35
23.5079 902.981
23.6144 901.588
23.719 900.223
23.8229 898.869
23.9271 897.512
24.0434 896.001
24.1468 894.661
24.2486 893.342
24.3543 891.974
24.4637 890.562
24.5646 889.261
24.6686 887.922
24.7718 886.595
24.8777 885.236
24.9778 883.953
25.0794 882.653
25.1894 881.247
25.2936 879.918
25.3948 878.629
25.4969 877.329
25.6019 875.996
25.7083 874.647
25.8098 873.362
25.9127 872.061
26.013 870.794
26.1152 869.506
26.2255 868.117
26.3258 866.857
26.4283 865.57
26.5302 864.294
26.6322 863.017
26.7328 861.759
26.8485 860.317
26.9519 859.029
27.0557 857.737
27.1602 856.44
27.264 855.153
27.3687 853.856
27.4707 852.596
27.574 851.32
27.6749 850.077
27.784 848.735
27.8901 847.431
27.9918 846.183
28.0996 844.862
28.2129 843.477
28.3178 842.195
28.4239 840.902
28.5313 839.594
28.641 838.262
28.7418 837.038
28.8451 835.786
28.9587 834.411
29.062 833.164
29.1647 831.926
29.2649 830.718
29.3706 829.447
29.4801 828.131
29.5822 826.908
29.692 825.593
29.7975 824.332
29.9096 822.995
30.0165 821.721
30.1187 820.506
30.2193 819.311
30.3281 818.02
30.4287 816.828
30.5332 815.593
30.6447 814.275
30.7484 813.054
30.8565 811.78
30.9714 810.43
31.0776 809.184
31.1838 807.941
31.2942 806.648
31.3981 805.436
31.4994 804.254
31.6035 803.042
31.7065 801.844
31.8162 800.572
